"Tumor_Sample_Barcode"	"total"	"cohort"	"total_perMB"
"TCGA-A3-A6NI-01A-11D-A33K-10"	66	"Kidney Clear Cell"	1.84357541899441
"TCGA-BP-5198-01A-01D-1429-08"	66	"Kidney Clear Cell"	1.84357541899441
"TCGA-CJ-4869-01A-02D-1429-08"	66	"Kidney Clear Cell"	1.84357541899441
"TCGA-CZ-4866-01A-01D-1501-10"	66	"Kidney Clear Cell"	1.84357541899441
"TCGA-B0-5085-01A-01D-1462-08"	65	"Kidney Clear Cell"	1.81564245810056
"TCGA-B0-5705-01A-11D-1534-10"	65	"Kidney Clear Cell"	1.81564245810056
"TCGA-B4-5832-01A-11D-1669-08"	65	"Kidney Clear Cell"	1.81564245810056
"TCGA-BP-5173-01A-01D-1429-08"	65	"Kidney Clear Cell"	1.81564245810056
"TCGA-CJ-4912-01A-01D-1429-08"	65	"Kidney Clear Cell"	1.81564245810056
"TCGA-CJ-6031-01A-11D-1669-08"	65	"Kidney Clear Cell"	1.81564245810056
"TCGA-A3-3367-01A-02D-1421-08"	64	"Kidney Clear Cell"	1.7877094972067
"TCGA-AS-3778-01A-01D-0966-08"	64	"Kidney Clear Cell"	1.7877094972067
"TCGA-B8-4153-01B-11D-1669-08"	64	"Kidney Clear Cell"	1.7877094972067
"TCGA-B8-5162-01A-01D-1421-08"	64	"Kidney Clear Cell"	1.7877094972067
"TCGA-CZ-5461-01A-01D-1501-10"	64	"Kidney Clear Cell"	1.7877094972067
"TCGA-CZ-5462-01A-01D-1501-10"	64	"Kidney Clear Cell"	1.7877094972067
"TCGA-B0-5698-01A-11D-1669-08"	63	"Kidney Clear Cell"	1.75977653631285
"TCGA-B2-4102-01A-02D-1386-10"	63	"Kidney Clear Cell"	1.75977653631285
"TCGA-BP-5195-01A-02D-1429-08"	63	"Kidney Clear Cell"	1.75977653631285
"TCGA-CJ-4638-01A-02D-1386-10"	63	"Kidney Clear Cell"	1.75977653631285
"TCGA-CJ-4918-01A-01D-1429-08"	63	"Kidney Clear Cell"	1.75977653631285
"TCGA-CJ-6033-01A-11D-1669-08"	63	"Kidney Clear Cell"	1.75977653631285
"TCGA-CW-5587-01A-01D-1534-10"	63	"Kidney Clear Cell"	1.75977653631285
"TCGA-A3-3317-01A-01D-0966-08"	62	"Kidney Clear Cell"	1.73184357541899
"TCGA-B0-5703-01A-11D-1534-10"	62	"Kidney Clear Cell"	1.73184357541899
"TCGA-B4-5844-01A-11D-1669-08"	62	"Kidney Clear Cell"	1.73184357541899
"TCGA-CJ-4907-01A-01D-1429-08"	62	"Kidney Clear Cell"	1.73184357541899
"TCGA-B4-5836-01A-11D-1669-08"	61	"Kidney Clear Cell"	1.70391061452514
"TCGA-G6-A8L6-01A-11D-A36X-10"	61	"Kidney Clear Cell"	1.70391061452514
"TCGA-A3-3358-01A-01D-1534-10"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-B0-5702-01A-11D-1534-10"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-B4-5838-01A-11D-1669-08"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-B8-5163-01A-01D-1421-08"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-B8-A7U6-01A-12D-A36X-10"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-BP-4960-01A-01D-1462-08"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-CJ-4902-01A-01D-1429-08"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-CZ-4856-01A-02D-1429-08"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-CZ-5466-01A-01D-1501-10"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-EU-5906-01A-11D-1669-08"	60	"Kidney Clear Cell"	1.67597765363129
"TCGA-B0-4815-01A-01D-1501-10"	59	"Kidney Clear Cell"	1.64804469273743
"TCGA-B8-4143-01A-01D-1806-10"	59	"Kidney Clear Cell"	1.64804469273743
"TCGA-BP-5010-01A-02D-1421-08"	59	"Kidney Clear Cell"	1.64804469273743
"TCGA-BP-5182-01A-01D-1429-08"	59	"Kidney Clear Cell"	1.64804469273743
"TCGA-CJ-4639-01A-02D-1386-10"	59	"Kidney Clear Cell"	1.64804469273743
"TCGA-CJ-5675-01A-11D-1534-10"	59	"Kidney Clear Cell"	1.64804469273743
"TCGA-B0-5088-01A-01D-1462-08"	58	"Kidney Clear Cell"	1.62011173184358
"TCGA-B0-5695-01A-11D-1534-10"	58	"Kidney Clear Cell"	1.62011173184358
"TCGA-BP-4167-01A-02D-1386-10"	58	"Kidney Clear Cell"	1.62011173184358
"TCGA-CJ-5671-01A-11D-1534-10"	58	"Kidney Clear Cell"	1.62011173184358
"TCGA-CW-6087-01A-11D-1669-08"	58	"Kidney Clear Cell"	1.62011173184358
"TCGA-CZ-5456-01A-01D-1501-10"	58	"Kidney Clear Cell"	1.62011173184358
"TCGA-B0-4821-01A-01D-1501-10"	57	"Kidney Clear Cell"	1.59217877094972
"TCGA-B0-4842-01A-02D-1421-08"	57	"Kidney Clear Cell"	1.59217877094972
"TCGA-B0-5080-01A-01D-1501-10"	57	"Kidney Clear Cell"	1.59217877094972
"TCGA-B0-5700-01A-11D-1534-10"	57	"Kidney Clear Cell"	1.59217877094972
"TCGA-BP-5187-01A-01D-1429-08"	57	"Kidney Clear Cell"	1.59217877094972
"TCGA-DV-A4W0-01A-11D-A25V-10"	57	"Kidney Clear Cell"	1.59217877094972
"TCGA-AK-3455-01A-01D-0966-08"	56	"Kidney Clear Cell"	1.56424581005587
"TCGA-B0-4810-01A-01D-1501-10"	56	"Kidney Clear Cell"	1.56424581005587
"TCGA-B0-4816-01A-01D-1501-10"	56	"Kidney Clear Cell"	1.56424581005587
"TCGA-BP-4161-01A-02D-1386-10"	56	"Kidney Clear Cell"	1.56424581005587
"TCGA-CJ-4913-01A-01D-1429-08"	56	"Kidney Clear Cell"	1.56424581005587
"TCGA-B0-4818-01A-01D-1501-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-B0-5097-01A-01D-1421-08"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-B0-5110-01A-01D-1421-08"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-B0-5116-01A-02D-1421-08"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-B0-5692-01A-11D-1534-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-B8-A54I-01A-21D-A33K-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-BP-4801-01A-02D-1421-08"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-BP-4967-01A-01D-1462-08"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-CJ-4636-01A-02D-1386-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-CJ-5676-01A-11D-1534-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-CW-5581-01A-02D-1534-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-G6-A5PC-01A-11D-A33K-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-G6-A8L7-01A-11D-A36X-10"	55	"Kidney Clear Cell"	1.53631284916201
"TCGA-B8-5553-01A-01D-1534-10"	54	"Kidney Clear Cell"	1.50837988826816
"TCGA-B8-A54D-01A-21D-A25V-10"	54	"Kidney Clear Cell"	1.50837988826816
"TCGA-B8-A54J-01A-11D-A33K-10"	54	"Kidney Clear Cell"	1.50837988826816
"TCGA-BP-4989-01A-01D-1462-08"	54	"Kidney Clear Cell"	1.50837988826816
"TCGA-BP-4993-01A-02D-1421-08"	54	"Kidney Clear Cell"	1.50837988826816
"TCGA-CJ-5683-01A-11D-1534-10"	54	"Kidney Clear Cell"	1.50837988826816
"TCGA-B0-5104-01A-01D-1421-08"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-B0-5402-01A-01D-1501-10"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-B0-5691-01A-11D-1534-10"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-B0-5694-01A-11D-1534-10"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-B8-5158-01A-01D-1421-08"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-CJ-4644-01A-02D-1386-10"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-CJ-4901-01A-01D-1429-08"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-CJ-5686-01A-11D-1669-08"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-EU-5905-01A-11D-1669-08"	53	"Kidney Clear Cell"	1.4804469273743
"TCGA-A3-3385-01A-02D-1421-08"	52	"Kidney Clear Cell"	1.45251396648045
"TCGA-B0-5690-01A-11D-1534-10"	52	"Kidney Clear Cell"	1.45251396648045
"TCGA-B8-5552-01B-11D-1669-08"	52	"Kidney Clear Cell"	1.45251396648045
"TCGA-BP-5178-01A-01D-1429-08"	52	"Kidney Clear Cell"	1.45251396648045
"TCGA-BP-5181-01A-01D-1429-08"	52	"Kidney Clear Cell"	1.45251396648045
"TCGA-CJ-4923-01A-01D-1429-08"	52	"Kidney Clear Cell"	1.45251396648045
"TCGA-CJ-6028-01A-11D-1669-08"	52	"Kidney Clear Cell"	1.45251396648045
"TCGA-A3-3376-01A-02D-1421-08"	51	"Kidney Clear Cell"	1.42458100558659
"TCGA-B0-5115-01A-01D-1421-08"	51	"Kidney Clear Cell"	1.42458100558659
"TCGA-BP-4770-01A-01D-1501-10"	51	"Kidney Clear Cell"	1.42458100558659
"TCGA-A3-3311-01A-01D-0966-08"	50	"Kidney Clear Cell"	1.39664804469274
"TCGA-A3-3373-01A-02D-1421-08"	50	"Kidney Clear Cell"	1.39664804469274
"TCGA-B0-5696-01A-11D-1534-10"	50	"Kidney Clear Cell"	1.39664804469274
"TCGA-BP-4965-01A-01D-1462-08"	50	"Kidney Clear Cell"	1.39664804469274
"TCGA-CZ-5467-01A-01D-1501-10"	50	"Kidney Clear Cell"	1.39664804469274
"TCGA-CZ-5986-01A-11D-1669-08"	50	"Kidney Clear Cell"	1.39664804469274
"TCGA-DV-5565-01A-01D-1534-10"	50	"Kidney Clear Cell"	1.39664804469274
"TCGA-A3-3378-01A-01D-0966-08"	49	"Kidney Clear Cell"	1.36871508379888
"TCGA-B0-5120-01A-01D-1421-08"	49	"Kidney Clear Cell"	1.36871508379888
"TCGA-B8-5159-01A-01D-1421-08"	49	"Kidney Clear Cell"	1.36871508379888
"TCGA-CJ-4640-01A-02D-1386-10"	49	"Kidney Clear Cell"	1.36871508379888
"TCGA-B0-5077-01A-01D-1462-08"	48	"Kidney Clear Cell"	1.34078212290503
"TCGA-B0-5107-01A-01D-1421-08"	48	"Kidney Clear Cell"	1.34078212290503
"TCGA-B0-5697-01A-11D-1534-10"	48	"Kidney Clear Cell"	1.34078212290503
"TCGA-B0-5706-01A-11D-1534-10"	48	"Kidney Clear Cell"	1.34078212290503
"TCGA-B8-4151-01A-01D-1806-10"	48	"Kidney Clear Cell"	1.34078212290503
"TCGA-BP-5169-01A-01D-1429-08"	48	"Kidney Clear Cell"	1.34078212290503
"TCGA-BP-5191-01A-01D-1429-08"	48	"Kidney Clear Cell"	1.34078212290503
"TCGA-B2-3923-01A-02D-A270-10"	47	"Kidney Clear Cell"	1.31284916201117
"TCGA-A3-3322-01A-01D-0966-08"	46	"Kidney Clear Cell"	1.28491620111732
"TCGA-B0-5081-01A-01D-1462-08"	46	"Kidney Clear Cell"	1.28491620111732
"TCGA-B2-4101-01A-02D-1458-08"	46	"Kidney Clear Cell"	1.28491620111732
"TCGA-B8-4154-01A-01D-1251-10"	46	"Kidney Clear Cell"	1.28491620111732
"TCGA-BP-5189-01A-02D-1429-08"	46	"Kidney Clear Cell"	1.28491620111732
"TCGA-CJ-4641-01A-02D-1386-10"	46	"Kidney Clear Cell"	1.28491620111732
"TCGA-CZ-5470-01A-01D-1501-10"	46	"Kidney Clear Cell"	1.28491620111732
"TCGA-A3-3362-01A-02D-1386-10"	45	"Kidney Clear Cell"	1.25698324022346
"TCGA-BP-5009-01A-01D-1462-08"	45	"Kidney Clear Cell"	1.25698324022346
"TCGA-CZ-4863-01A-01D-1501-10"	45	"Kidney Clear Cell"	1.25698324022346
"TCGA-CZ-5460-01A-01D-1501-10"	45	"Kidney Clear Cell"	1.25698324022346
"TCGA-B0-5109-01A-02D-1421-08"	44	"Kidney Clear Cell"	1.22905027932961
"TCGA-B4-5377-01A-01D-1501-10"	44	"Kidney Clear Cell"	1.22905027932961
"TCGA-BP-4988-01A-01D-1462-08"	44	"Kidney Clear Cell"	1.22905027932961
"TCGA-CJ-4900-01A-01D-1462-08"	44	"Kidney Clear Cell"	1.22905027932961
"TCGA-CJ-4903-01A-01D-1429-08"	44	"Kidney Clear Cell"	1.22905027932961
"TCGA-CJ-4904-01A-02D-1429-08"	44	"Kidney Clear Cell"	1.22905027932961
"TCGA-CJ-4905-01A-02D-1429-08"	44	"Kidney Clear Cell"	1.22905027932961
"TCGA-A3-3326-01A-01D-0966-08"	43	"Kidney Clear Cell"	1.20111731843575
"TCGA-B0-5102-01A-01D-1421-08"	43	"Kidney Clear Cell"	1.20111731843575
"TCGA-BP-5192-01A-01D-1429-08"	43	"Kidney Clear Cell"	1.20111731843575
"TCGA-CZ-5463-01A-01D-1501-10"	43	"Kidney Clear Cell"	1.20111731843575
"TCGA-CZ-5469-01A-01D-1501-10"	43	"Kidney Clear Cell"	1.20111731843575
"TCGA-CZ-5985-01A-11D-1669-08"	43	"Kidney Clear Cell"	1.20111731843575
"TCGA-MM-A563-01A-11D-A25V-10"	43	"Kidney Clear Cell"	1.20111731843575
"TCGA-A3-3363-01A-01D-0966-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-B4-5843-01A-11D-1669-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-B8-A54E-01A-11D-A25V-10"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-BP-4981-01A-01D-1462-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-BP-5183-01A-01D-1429-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-BP-5196-01A-01D-1429-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-CJ-5678-01A-11D-1534-10"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-CZ-5982-01A-11D-1669-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-CZ-5987-01A-11D-1669-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-DV-5566-01A-01D-1534-10"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-EU-5907-01A-11D-1669-08"	42	"Kidney Clear Cell"	1.1731843575419
"TCGA-A3-3383-01A-01D-0966-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-B0-4945-01A-01D-1421-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-BP-4962-01A-01D-1462-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-BP-4991-01A-01D-1462-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-BP-5004-01A-01D-1462-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-BP-5201-01A-01D-1429-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-CJ-4916-01A-01D-1429-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-CJ-6032-01A-11D-1669-08"	41	"Kidney Clear Cell"	1.14525139664804
"TCGA-A3-3323-01A-01D-0966-08"	40	"Kidney Clear Cell"	1.11731843575419
"TCGA-A3-A8OX-01A-11D-A36X-10"	40	"Kidney Clear Cell"	1.11731843575419
"TCGA-B0-5084-01A-01D-1462-08"	40	"Kidney Clear Cell"	1.11731843575419
"TCGA-B0-5693-01A-11D-1534-10"	40	"Kidney Clear Cell"	1.11731843575419
"TCGA-B0-5812-01A-11D-1669-08"	40	"Kidney Clear Cell"	1.11731843575419
"TCGA-BP-4163-01A-02D-1386-10"	40	"Kidney Clear Cell"	1.11731843575419
"TCGA-BP-5190-01A-01D-1429-08"	40	"Kidney Clear Cell"	1.11731843575419
"TCGA-A3-3349-01A-01D-1251-10"	39	"Kidney Clear Cell"	1.08938547486034
"TCGA-B0-4706-01A-01D-1501-10"	39	"Kidney Clear Cell"	1.08938547486034
"TCGA-BP-4968-01A-01D-1462-08"	39	"Kidney Clear Cell"	1.08938547486034
"TCGA-BP-5008-01A-01D-1462-08"	39	"Kidney Clear Cell"	1.08938547486034
"TCGA-BP-5202-01A-02D-1429-08"	39	"Kidney Clear Cell"	1.08938547486034
"TCGA-CJ-4637-01A-02D-1386-10"	39	"Kidney Clear Cell"	1.08938547486034
"TCGA-CJ-5680-01A-11D-1534-10"	39	"Kidney Clear Cell"	1.08938547486034
"TCGA-A3-3316-01A-01D-0966-08"	38	"Kidney Clear Cell"	1.06145251396648
"TCGA-BP-4995-01A-01D-1462-08"	38	"Kidney Clear Cell"	1.06145251396648
"TCGA-CW-5585-01A-01D-1534-10"	38	"Kidney Clear Cell"	1.06145251396648
"TCGA-EU-5904-01A-11D-1669-08"	38	"Kidney Clear Cell"	1.06145251396648
"TCGA-B0-5121-01A-02D-1421-08"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-B0-5710-01A-11D-1669-08"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-B8-4619-01A-02D-1386-10"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-B8-A54G-01A-11D-A25V-10"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-BP-4999-01A-01D-1462-08"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-BP-5177-01A-01D-1429-08"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-BP-5200-01A-01D-1429-08"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-CZ-5989-01A-11D-1669-08"	37	"Kidney Clear Cell"	1.03351955307263
"TCGA-A3-3365-01A-01D-0966-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-B0-5108-01A-01D-1421-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-BP-4971-01A-01D-1462-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-BP-4977-01A-01D-1462-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-BP-4982-01A-01D-1462-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-BP-4992-01A-01D-1462-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-BP-5006-01A-01D-1462-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-BP-5170-01A-01D-1429-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-BP-5175-01A-01D-1429-08"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-CZ-5455-01A-01D-1501-10"	36	"Kidney Clear Cell"	1.00558659217877
"TCGA-A3-3370-01A-02D-1421-08"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-B8-A8YJ-01A-13D-A38X-10"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-BP-4162-01A-02D-1386-10"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-BP-4164-01A-02D-1386-10"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-BP-4974-01A-01D-1462-08"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-BP-4986-01A-01D-1462-08"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-BP-4998-01A-01D-1462-08"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-CZ-5988-01A-11D-1669-08"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-T7-A92I-01A-11D-A36X-10"	35	"Kidney Clear Cell"	0.977653631284916
"TCGA-AK-3436-01A-02D-1386-10"	34	"Kidney Clear Cell"	0.949720670391062
"TCGA-B0-5400-01A-01D-1501-10"	34	"Kidney Clear Cell"	0.949720670391062
"TCGA-B0-5699-01A-11D-1534-10"	34	"Kidney Clear Cell"	0.949720670391062
"TCGA-BP-5180-01A-01D-1429-08"	34	"Kidney Clear Cell"	0.949720670391062
"TCGA-CJ-4899-01A-01D-1462-08"	34	"Kidney Clear Cell"	0.949720670391062
"TCGA-CZ-5984-01A-11D-1669-08"	34	"Kidney Clear Cell"	0.949720670391062
"TCGA-B0-5113-01A-01D-1421-08"	33	"Kidney Clear Cell"	0.921787709497207
"TCGA-B0-5399-01A-01D-1501-10"	33	"Kidney Clear Cell"	0.921787709497207
"TCGA-B8-4146-01B-11D-1669-08"	33	"Kidney Clear Cell"	0.921787709497207
"TCGA-BP-5174-01A-01D-1429-08"	33	"Kidney Clear Cell"	0.921787709497207
"TCGA-MW-A4EC-01A-11D-A25V-10"	33	"Kidney Clear Cell"	0.921787709497207
"TCGA-A3-3347-01A-02D-1386-10"	32	"Kidney Clear Cell"	0.893854748603352
"TCGA-BP-5000-01A-01D-1462-08"	32	"Kidney Clear Cell"	0.893854748603352
"TCGA-BP-5186-01A-01D-1429-08"	32	"Kidney Clear Cell"	0.893854748603352
"TCGA-CJ-5684-01A-11D-1534-10"	32	"Kidney Clear Cell"	0.893854748603352
"TCGA-CZ-5452-01A-01D-1501-10"	32	"Kidney Clear Cell"	0.893854748603352
"TCGA-A3-A8CQ-01A-11D-A36X-10"	31	"Kidney Clear Cell"	0.865921787709497
"TCGA-A3-A8OW-01A-11D-A36X-10"	31	"Kidney Clear Cell"	0.865921787709497
"TCGA-B0-5711-01A-11D-1669-08"	31	"Kidney Clear Cell"	0.865921787709497
"TCGA-B8-4148-01A-02D-1386-10"	31	"Kidney Clear Cell"	0.865921787709497
"TCGA-BP-4972-01A-01D-1462-08"	31	"Kidney Clear Cell"	0.865921787709497
"TCGA-AK-3458-01A-01D-1501-10"	30	"Kidney Clear Cell"	0.837988826815643
"TCGA-B8-A54F-01A-11D-A25V-10"	30	"Kidney Clear Cell"	0.837988826815643
"TCGA-BP-4961-01A-01D-1462-08"	30	"Kidney Clear Cell"	0.837988826815643
"TCGA-CW-5591-01A-01D-1534-10"	30	"Kidney Clear Cell"	0.837988826815643
"TCGA-BP-4970-01A-01D-1462-08"	29	"Kidney Clear Cell"	0.810055865921788
"TCGA-BP-4973-01A-01D-1462-08"	29	"Kidney Clear Cell"	0.810055865921788
"TCGA-BP-5001-01A-01D-1462-08"	29	"Kidney Clear Cell"	0.810055865921788
"TCGA-A3-3380-01A-01D-0966-08"	28	"Kidney Clear Cell"	0.782122905027933
"TCGA-B2-5636-01A-02D-1534-10"	28	"Kidney Clear Cell"	0.782122905027933
"TCGA-CJ-4908-01A-01D-1429-08"	28	"Kidney Clear Cell"	0.782122905027933
"TCGA-B0-4700-01A-02D-1534-10"	27	"Kidney Clear Cell"	0.754189944134078
"TCGA-B0-5707-01A-11D-1534-10"	27	"Kidney Clear Cell"	0.754189944134078
"TCGA-CZ-5458-01A-01D-1501-10"	27	"Kidney Clear Cell"	0.754189944134078
"TCGA-BP-5007-01A-01D-1462-08"	26	"Kidney Clear Cell"	0.726256983240223
"TCGA-AK-3426-01A-02D-1386-10"	25	"Kidney Clear Cell"	0.698324022346369
"TCGA-AK-3456-01A-02D-1386-10"	25	"Kidney Clear Cell"	0.698324022346369
"TCGA-AK-3465-01A-01D-0966-08"	25	"Kidney Clear Cell"	0.698324022346369
"TCGA-6D-AA2E-01A-11D-A36X-10"	24	"Kidney Clear Cell"	0.670391061452514
"TCGA-AK-3429-01A-02D-1386-10"	24	"Kidney Clear Cell"	0.670391061452514
"TCGA-B0-5100-01A-01D-1421-08"	24	"Kidney Clear Cell"	0.670391061452514
"TCGA-B4-5834-01A-11D-1669-08"	24	"Kidney Clear Cell"	0.670391061452514
"TCGA-BP-5194-01A-02D-1429-08"	24	"Kidney Clear Cell"	0.670391061452514
"TCGA-CW-5583-01A-02D-1534-10"	24	"Kidney Clear Cell"	0.670391061452514
"TCGA-DV-A4W0-05A-11D-A25V-10"	23	"Kidney Clear Cell"	0.642458100558659
"TCGA-B8-5546-01A-01D-1534-10"	22	"Kidney Clear Cell"	0.614525139664804
"TCGA-BP-4987-01A-01D-1462-08"	22	"Kidney Clear Cell"	0.614525139664804
"TCGA-BP-5184-01A-01D-1429-08"	22	"Kidney Clear Cell"	0.614525139664804
"TCGA-CJ-5681-01A-11D-1534-10"	21	"Kidney Clear Cell"	0.58659217877095
"TCGA-CW-6097-01A-11D-1669-08"	21	"Kidney Clear Cell"	0.58659217877095
"TCGA-AK-3440-01A-01D-0966-08"	20	"Kidney Clear Cell"	0.558659217877095
"TCGA-AS-3777-01A-01D-0966-08"	20	"Kidney Clear Cell"	0.558659217877095
"TCGA-B0-5083-01A-02D-1421-08"	20	"Kidney Clear Cell"	0.558659217877095
"TCGA-CZ-5454-01A-01D-1501-10"	20	"Kidney Clear Cell"	0.558659217877095
"TCGA-B8-5165-01A-01D-1421-08"	18	"Kidney Clear Cell"	0.502793296089385
"TCGA-B8-5545-01A-01D-1669-08"	18	"Kidney Clear Cell"	0.502793296089385
"TCGA-B8-A54K-01A-11D-A33K-10"	17	"Kidney Clear Cell"	0.474860335195531
"TCGA-DV-5568-01A-01D-1534-10"	17	"Kidney Clear Cell"	0.474860335195531
"TCGA-AK-3453-01A-01D-0966-08"	16	"Kidney Clear Cell"	0.446927374301676
"TCGA-BP-4975-01A-01D-1462-08"	16	"Kidney Clear Cell"	0.446927374301676
"TCGA-DV-5567-01A-01D-1534-10"	16	"Kidney Clear Cell"	0.446927374301676
"TCGA-BP-4994-01A-01D-1462-08"	15	"Kidney Clear Cell"	0.418994413407821
"TCGA-B0-5117-01A-01D-1421-08"	14	"Kidney Clear Cell"	0.391061452513967
"TCGA-BP-4795-01A-02D-1421-08"	14	"Kidney Clear Cell"	0.391061452513967
"TCGA-A3-3374-01A-01D-0966-08"	13	"Kidney Clear Cell"	0.363128491620112
"TCGA-AK-3427-01A-01D-0966-08"	13	"Kidney Clear Cell"	0.363128491620112
"TCGA-BP-4760-01A-02D-1421-08"	11	"Kidney Clear Cell"	0.307262569832402
"TCGA-DV-A4VZ-01A-11D-A25V-10"	11	"Kidney Clear Cell"	0.307262569832402
"TCGA-AK-3443-01A-01D-0966-08"	9	"Kidney Clear Cell"	0.251396648044693
"TCGA-BP-4177-01A-02D-1421-08"	9	"Kidney Clear Cell"	0.251396648044693
"TCGA-DZ-6133-01A-11D-1961-08"	991	"Kidney Papilary"	27.6815642458101
"TCGA-G7-6797-01A-11D-1961-08"	799	"Kidney Papilary"	22.3184357541899
"TCGA-HE-7129-01A-11D-1961-08"	406	"Kidney Papilary"	11.340782122905
"TCGA-HE-7130-01A-11D-1961-08"	345	"Kidney Papilary"	9.63687150837989
"TCGA-DZ-6132-01A-11D-1961-08"	311	"Kidney Papilary"	8.68715083798883
"TCGA-GL-6846-01A-11D-1961-08"	284	"Kidney Papilary"	7.93296089385475
"TCGA-A4-7583-01A-11D-2136-08"	280	"Kidney Papilary"	7.82122905027933
"TCGA-BQ-7044-01A-11D-1961-08"	276	"Kidney Papilary"	7.70949720670391
"TCGA-HE-7128-01A-11D-1961-08"	275	"Kidney Papilary"	7.68156424581006
"TCGA-BQ-7060-01A-11D-1961-08"	224	"Kidney Papilary"	6.25698324022346
"TCGA-BQ-7049-01A-11D-1961-08"	221	"Kidney Papilary"	6.1731843575419
"TCGA-BQ-7059-01A-11D-1961-08"	198	"Kidney Papilary"	5.53072625698324
"TCGA-G7-6793-01A-11D-1961-08"	189	"Kidney Papilary"	5.27932960893855
"TCGA-BQ-7048-01A-11D-1961-08"	184	"Kidney Papilary"	5.13966480446927
"TCGA-GL-A9DE-01A-11D-A36X-10"	175	"Kidney Papilary"	4.88826815642458
"TCGA-G7-6795-01A-11D-1961-08"	169	"Kidney Papilary"	4.72067039106145
"TCGA-GL-A9DD-01A-11D-A36X-10"	166	"Kidney Papilary"	4.63687150837989
