"Tumor_Sample_Barcode"	"total"	"cohort"	"total_perMB"
"TCGA-AB-2808-03B-01W-0728-08"	741	"Bone Marrow"	20.6983240223464
"TCGA-AB-2828-03B-01W-0728-08"	718	"Bone Marrow"	20.0558659217877
"TCGA-AB-2826-03B-01W-0728-08"	616	"Bone Marrow"	17.2067039106145
"TCGA-AB-2806-03B-01W-0728-08"	491	"Bone Marrow"	13.7150837988827
"TCGA-AB-2833-03B-01W-0728-08"	445	"Bone Marrow"	12.4301675977654
"TCGA-AB-2854-03B-01W-0728-08"	285	"Bone Marrow"	7.9608938547486
"TCGA-AB-2807-03B-01W-0728-08"	232	"Bone Marrow"	6.4804469273743
"TCGA-AB-2868-03B-01W-0728-08"	66	"Bone Marrow"	1.84357541899441
"TCGA-AB-2805-03B-01W-0728-08"	45	"Bone Marrow"	1.25698324022346
"TCGA-AB-2804-03B-01W-0728-08"	38	"Bone Marrow"	1.06145251396648
"TCGA-AB-2857-03B-01W-0728-08"	32	"Bone Marrow"	0.893854748603352
"TCGA-AB-2885-03A-01W-0732-08"	30	"Bone Marrow"	0.837988826815643
"TCGA-AB-2867-03B-01W-0728-08"	29	"Bone Marrow"	0.810055865921788
"TCGA-AB-2938-03A-01W-0732-08"	29	"Bone Marrow"	0.810055865921788
"TCGA-AB-2849-03B-01W-0728-08"	27	"Bone Marrow"	0.754189944134078
"TCGA-AB-2851-03B-01W-0728-08"	26	"Bone Marrow"	0.726256983240223
"TCGA-AB-2904-03A-01W-0732-08"	26	"Bone Marrow"	0.726256983240223
"TCGA-AB-2950-03A-01W-0733-08"	26	"Bone Marrow"	0.726256983240223
"TCGA-AB-2824-03B-01W-0728-08"	25	"Bone Marrow"	0.698324022346369
"TCGA-AB-2912-03A-01W-0732-08"	24	"Bone Marrow"	0.670391061452514
"TCGA-AB-2959-03A-01W-0733-08"	24	"Bone Marrow"	0.670391061452514
"TCGA-AB-2827-03B-01W-0728-08"	23	"Bone Marrow"	0.642458100558659
"TCGA-AB-2846-03B-01W-0728-08"	23	"Bone Marrow"	0.642458100558659
"TCGA-AB-2872-03A-01W-0732-08"	23	"Bone Marrow"	0.642458100558659
"TCGA-AB-2898-03A-01W-0733-08"	22	"Bone Marrow"	0.614525139664804
"TCGA-AB-2861-03B-01W-0728-08"	21	"Bone Marrow"	0.58659217877095
"TCGA-AB-2829-03B-01W-0728-08"	19	"Bone Marrow"	0.53072625698324
"TCGA-AB-2939-03A-01W-0745-08"	19	"Bone Marrow"	0.53072625698324
"TCGA-AB-2864-03B-01W-0728-08"	18	"Bone Marrow"	0.502793296089385
"TCGA-AB-2871-03A-01W-0732-08"	18	"Bone Marrow"	0.502793296089385
"TCGA-AB-2927-03A-01W-0755-09"	18	"Bone Marrow"	0.502793296089385
"TCGA-AB-2935-03A-01W-0745-08"	18	"Bone Marrow"	0.502793296089385
"TCGA-AB-2821-03B-01W-0728-08"	17	"Bone Marrow"	0.474860335195531
"TCGA-AB-2877-03A-01W-0732-08"	17	"Bone Marrow"	0.474860335195531
"TCGA-AB-2925-03A-01W-0732-08"	17	"Bone Marrow"	0.474860335195531
"TCGA-AB-2838-03A-01W-0726-08"	16	"Bone Marrow"	0.446927374301676
"TCGA-AB-2860-03B-01W-0728-08"	16	"Bone Marrow"	0.446927374301676
"TCGA-AB-2943-03A-01W-0745-08"	16	"Bone Marrow"	0.446927374301676
"TCGA-AB-2949-03A-01W-0733-08"	16	"Bone Marrow"	0.446927374301676
"TCGA-AB-2822-03D-01W-0755-09"	15	"Bone Marrow"	0.418994413407821
"TCGA-AB-2910-03A-01W-0745-08"	15	"Bone Marrow"	0.418994413407821
"TCGA-AB-2918-03A-01W-0745-08"	15	"Bone Marrow"	0.418994413407821
"TCGA-AB-2956-03A-01W-0733-08"	15	"Bone Marrow"	0.418994413407821
"TCGA-AB-2850-03B-01W-0728-08"	14	"Bone Marrow"	0.391061452513967
"TCGA-AB-2875-03A-01W-0732-08"	14	"Bone Marrow"	0.391061452513967
"TCGA-AB-2915-03A-01W-0745-08"	14	"Bone Marrow"	0.391061452513967
"TCGA-AB-2803-03B-01W-0728-08"	13	"Bone Marrow"	0.363128491620112
"TCGA-AB-2819-03B-01W-0728-08"	13	"Bone Marrow"	0.363128491620112
"TCGA-AB-2834-03B-01W-0728-08"	13	"Bone Marrow"	0.363128491620112
"TCGA-AB-2843-03B-01W-0728-08"	13	"Bone Marrow"	0.363128491620112
"TCGA-AB-2895-03A-01W-0733-08"	13	"Bone Marrow"	0.363128491620112
"TCGA-AB-2919-03A-01W-0745-08"	13	"Bone Marrow"	0.363128491620112
"TCGA-AB-2813-03B-01W-0728-08"	12	"Bone Marrow"	0.335195530726257
"TCGA-AB-2830-03B-01W-0728-08"	12	"Bone Marrow"	0.335195530726257
"TCGA-AB-2859-03B-01W-0728-08"	12	"Bone Marrow"	0.335195530726257
"TCGA-AB-2908-03A-01W-0745-08"	12	"Bone Marrow"	0.335195530726257
"TCGA-AB-2914-03A-01W-0732-08"	12	"Bone Marrow"	0.335195530726257
"TCGA-AB-2917-03A-01W-0732-08"	12	"Bone Marrow"	0.335195530726257
"TCGA-AB-2817-03B-01W-0728-08"	11	"Bone Marrow"	0.307262569832402
"TCGA-AB-2862-03B-01W-0728-08"	11	"Bone Marrow"	0.307262569832402
"TCGA-AB-2886-03A-01W-0732-08"	11	"Bone Marrow"	0.307262569832402
"TCGA-AB-2899-03A-01W-0733-08"	11	"Bone Marrow"	0.307262569832402
"TCGA-AB-2913-03A-01W-0732-08"	11	"Bone Marrow"	0.307262569832402
"TCGA-AB-2839-03B-01W-0728-08"	10	"Bone Marrow"	0.279329608938548
"TCGA-AB-2841-03B-01W-0728-08"	10	"Bone Marrow"	0.279329608938548
"TCGA-AB-2891-03A-01W-0733-08"	10	"Bone Marrow"	0.279329608938548
"TCGA-AB-2916-03A-01W-0732-08"	10	"Bone Marrow"	0.279329608938548
"TCGA-AB-2929-03A-01W-0732-08"	10	"Bone Marrow"	0.279329608938548
"TCGA-AB-2802-03B-01W-0728-08"	9	"Bone Marrow"	0.251396648044693
"TCGA-AB-2847-03B-01W-0728-08"	9	"Bone Marrow"	0.251396648044693
"TCGA-AB-2855-03B-01W-0728-08"	9	"Bone Marrow"	0.251396648044693
"TCGA-AB-2897-03A-01W-0733-08"	9	"Bone Marrow"	0.251396648044693
"TCGA-AB-2936-03A-01W-0745-08"	9	"Bone Marrow"	0.251396648044693
"TCGA-AB-2814-03D-01W-0755-09"	8	"Bone Marrow"	0.223463687150838
"TCGA-AB-2883-03A-01W-0732-08"	8	"Bone Marrow"	0.223463687150838
"TCGA-AB-2934-03A-01W-0745-08"	8	"Bone Marrow"	0.223463687150838
"TCGA-AB-2818-03B-01W-0728-08"	7	"Bone Marrow"	0.195530726256983
"TCGA-AB-2820-03B-01W-0728-08"	7	"Bone Marrow"	0.195530726256983
"TCGA-AB-2858-03D-01W-0755-09"	7	"Bone Marrow"	0.195530726256983
"TCGA-AB-2874-03A-01W-0732-08"	7	"Bone Marrow"	0.195530726256983
"TCGA-AB-2884-03A-01W-0732-08"	7	"Bone Marrow"	0.195530726256983
"TCGA-AB-2911-03A-01W-0732-08"	7	"Bone Marrow"	0.195530726256983
"TCGA-AB-2931-03A-01W-0745-08"	7	"Bone Marrow"	0.195530726256983
"TCGA-AB-2882-03A-01W-0761-09"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2888-03A-01W-0732-08"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2923-03A-01W-0745-08"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2924-03A-01W-0745-08"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2937-03A-01W-0732-08"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2940-03A-01W-0733-08"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2952-03A-01W-0733-08"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2954-03A-01W-0733-08"	6	"Bone Marrow"	0.167597765363129
"TCGA-AB-2810-03B-01W-0728-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2844-03B-01W-0728-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2881-03A-01W-0732-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2890-03A-01W-0732-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2900-03A-01W-0733-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2920-03A-01W-0732-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2926-03A-01W-0732-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2942-03A-01W-0733-08"	5	"Bone Marrow"	0.139664804469274
"TCGA-AB-2811-03B-01W-0728-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2831-03A-01W-0726-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2836-03B-01W-0728-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2863-03D-01W-0755-09"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2866-03B-01W-0728-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2873-03A-01W-0732-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2879-03A-01W-0732-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2880-03A-01W-0732-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2901-03A-01W-0733-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2945-03A-01W-0733-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2955-03A-01W-0733-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2957-03A-01W-0733-08"	4	"Bone Marrow"	0.111731843575419
"TCGA-AB-2816-03B-01W-0728-08"	3	"Bone Marrow"	0.0837988826815643
"TCGA-AB-2848-03B-01W-0728-08"	3	"Bone Marrow"	0.0837988826815643
"TCGA-AB-2865-03B-01W-0728-08"	3	"Bone Marrow"	0.0837988826815643
"TCGA-AB-2869-03A-01W-0761-09"	3	"Bone Marrow"	0.0837988826815643
"TCGA-AB-2896-03A-01W-0733-08"	3	"Bone Marrow"	0.0837988826815643
"TCGA-AB-2921-03A-01W-0755-09"	3	"Bone Marrow"	0.0837988826815643
"TCGA-AB-2809-03D-01W-0755-09"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2812-03B-01W-0728-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2815-03B-01W-0728-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2870-03A-01W-0732-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2876-03A-01W-0732-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2887-03A-01W-0732-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2889-03A-01W-0732-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2893-03A-01W-0733-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2903-03A-01W-0761-09"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2909-03A-01W-0745-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2922-03A-01W-0745-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2930-03A-01W-0761-09"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2932-03A-01W-0745-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2933-03A-01W-0732-08"	2	"Bone Marrow"	0.0558659217877095
"TCGA-AB-2835-03B-01W-0728-08"	1	"Bone Marrow"	0.0279329608938548
"TCGA-AB-2845-03D-01W-0755-09"	1	"Bone Marrow"	0.0279329608938548
"TCGA-AB-2892-03A-01W-0733-08"	1	"Bone Marrow"	0.0279329608938548
"TCGA-AB-2894-03A-01W-0733-08"	1	"Bone Marrow"	0.0279329608938548
"TCGA-AB-2944-03A-01W-0755-09"	1	"Bone Marrow"	0.0279329608938548
"TCGA-AB-2948-03A-01W-0755-09"	1	"Bone Marrow"	0.0279329608938548
"TCGA-QR-A700-01A-11D-A35D-08"	33	"Adrenal Gland"	0.921787709497207
"TCGA-QR-A6GT-01A-11D-A35D-08"	23	"Adrenal Gland"	0.642458100558659
"TCGA-WB-A821-01A-11D-A35I-08"	23	"Adrenal Gland"	0.642458100558659
"TCGA-P8-A5KC-01A-11D-A35D-08"	22	"Adrenal Gland"	0.614525139664804
"TCGA-QR-A70K-01A-12D-A35D-08"	22	"Adrenal Gland"	0.614525139664804
"TCGA-RW-A8AZ-01A-11D-A35D-08"	22	"Adrenal Gland"	0.614525139664804
"TCGA-SA-A6C2-01A-11D-A35I-08"	22	"Adrenal Gland"	0.614525139664804
"TCGA-QT-A5XO-01A-11D-A35D-08"	21	"Adrenal Gland"	0.58659217877095
"TCGA-P8-A6RX-01A-11D-A35D-08"	20	"Adrenal Gland"	0.558659217877095
"TCGA-QR-A70P-01A-11D-A35D-08"	20	"Adrenal Gland"	0.558659217877095
"TCGA-QT-A5XJ-01A-11D-A35D-08"	20	"Adrenal Gland"	0.558659217877095
"TCGA-RT-A6YA-01A-12D-A35D-08"	20	"Adrenal Gland"	0.558659217877095
"TCGA-RW-A680-01A-11D-A35D-08"	20	"Adrenal Gland"	0.558659217877095
"TCGA-RW-A681-01A-11D-A35D-08"	20	"Adrenal Gland"	0.558659217877095
"TCGA-SR-A6MP-01A-11D-A35I-08"	20	"Adrenal Gland"	0.558659217877095
"TCGA-WB-A81P-01A-11D-A35I-08"	19	"Adrenal Gland"	0.53072625698324
"TCGA-QR-A70U-01A-11D-A35D-08"	18	"Adrenal Gland"	0.502793296089385
"TCGA-SR-A6MX-05A-11D-A35I-08"	18	"Adrenal Gland"	0.502793296089385
"TCGA-SR-A6MX-06A-11D-A35I-08"	18	"Adrenal Gland"	0.502793296089385
"TCGA-WB-A81Q-01A-11D-A35I-08"	18	"Adrenal Gland"	0.502793296089385
"TCGA-P7-A5NX-01A-11D-A35D-08"	17	"Adrenal Gland"	0.474860335195531
"TCGA-WB-A815-01A-11D-A35I-08"	17	"Adrenal Gland"	0.474860335195531
"TCGA-PR-A5PF-01A-11D-A35D-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-QR-A6GU-01A-11D-A35D-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-QR-A6GW-01A-11D-A35D-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-QR-A6GY-01A-11D-A35D-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-S7-A7WT-01A-12D-A35I-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-W2-A7HA-01B-11D-A35I-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-W2-A7HC-01A-11D-A35I-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-WB-A80V-01A-12D-A35I-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-WB-A81E-01A-11D-A35I-08"	16	"Adrenal Gland"	0.446927374301676
"TCGA-QR-A708-01A-11D-A35D-08"	15	"Adrenal Gland"	0.418994413407821
"TCGA-S7-A7X0-01A-12D-A35I-08"	15	"Adrenal Gland"	0.418994413407821
"TCGA-SR-A6MX-01A-11D-A35I-08"	15	"Adrenal Gland"	0.418994413407821
"TCGA-W2-A7UY-01A-11D-A35I-08"	15	"Adrenal Gland"	0.418994413407821
"TCGA-P8-A5KD-01A-11D-A35D-08"	14	"Adrenal Gland"	0.391061452513967
"TCGA-PR-A5PG-01A-11D-A35D-08"	14	"Adrenal Gland"	0.391061452513967
"TCGA-QT-A5XP-01A-11D-A35D-08"	14	"Adrenal Gland"	0.391061452513967
"TCGA-SQ-A6I6-01A-11D-A35I-08"	14	"Adrenal Gland"	0.391061452513967
"TCGA-WB-A81T-01A-11D-A35I-08"	14	"Adrenal Gland"	0.391061452513967
"TCGA-WB-A81W-01A-11D-A35I-08"	14	"Adrenal Gland"	0.391061452513967
"TCGA-QR-A6H1-01A-11D-A35D-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-QR-A6ZZ-01A-11D-A35D-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-QR-A70N-01A-12D-A35D-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-QR-A70V-01A-11D-A35D-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-S7-A7WM-01A-12D-A35I-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-S7-A7X2-01A-12D-A35I-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-SP-A6QF-01A-12D-A35I-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-W2-A7HD-01A-11D-A35I-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-WB-A80Q-01A-11D-A35I-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-WB-A81D-01A-11D-A35I-08"	13	"Adrenal Gland"	0.363128491620112
"TCGA-QR-A6GR-01A-11D-A35D-08"	12	"Adrenal Gland"	0.335195530726257
"TCGA-QR-A6GX-01A-11D-A35D-08"	12	"Adrenal Gland"	0.335195530726257
"TCGA-QR-A70G-01B-11D-A35D-08"	12	"Adrenal Gland"	0.335195530726257
"TCGA-QR-A70O-01A-11D-A35D-08"	12	"Adrenal Gland"	0.335195530726257
"TCGA-RW-A688-01A-11D-A35D-08"	12	"Adrenal Gland"	0.335195530726257
"TCGA-WB-A80K-01A-11D-A35I-08"	12	"Adrenal Gland"	0.335195530726257
"TCGA-QR-A6GO-01A-11D-A35D-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-QR-A70H-01A-12D-A35D-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-QR-A70J-01A-11D-A35D-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-QR-A7IP-01A-11D-A35D-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-RW-A67V-01A-11D-A35D-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-S7-A7WL-01A-11D-A35I-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-SP-A6QJ-01A-11D-A35I-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-WB-A816-01A-11D-A35I-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-WB-A81H-01A-11D-A35I-08"	11	"Adrenal Gland"	0.307262569832402
"TCGA-QR-A6H4-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-QR-A70T-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-QT-A69Q-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-RW-A67X-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-RW-A684-01A-12D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-RW-A686-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-RW-A68C-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-RW-A68D-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-RX-A8JQ-01A-11D-A35D-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-SQ-A6I4-01A-11D-A35I-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-SR-A6MU-01A-11D-A35I-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-W2-A7H7-01A-11D-A35I-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-WB-A80N-01A-11D-A35I-08"	10	"Adrenal Gland"	0.279329608938548
"TCGA-QR-A707-01A-11D-A35D-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-QR-A70E-01A-11D-A35D-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-QT-A5XN-01A-11D-A35D-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-RM-A68T-01A-11D-A35D-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-RW-A685-01A-11D-A35D-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-RW-A68F-01A-11D-A35D-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-RW-A7CZ-01A-11D-A35D-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-S7-A7WQ-01A-12D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-SR-A6MR-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-W2-A7HB-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-W2-A7HH-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-WB-A80O-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-WB-A814-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-WB-A81I-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-WB-A81S-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-WB-A81V-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-WB-A820-01A-11D-A35I-08"	9	"Adrenal Gland"	0.251396648044693
"TCGA-PR-A5PH-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A6GS-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A6H2-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A706-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A70C-01A-21D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A70M-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A70Q-01A-13D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A70R-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QT-A5XK-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-RW-A67W-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-RW-A67Y-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-RW-A686-06A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-RW-A689-01A-11D-A35D-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-S7-A7WW-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-SP-A6QC-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-SP-A6QK-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-SR-A6N0-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-TT-A6YK-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-WB-A817-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-WB-A818-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-WB-A81J-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-WB-A81M-01A-11D-A35I-08"	8	"Adrenal Gland"	0.223463687150838
"TCGA-QR-A6H6-01A-11D-A35D-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-QR-A702-01A-11D-A35D-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-QR-A705-01A-11D-A35D-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-QR-A70A-01A-11D-A35D-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-QR-A70D-01A-11D-A35D-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-QT-A5XM-01A-11D-A35D-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-RW-A7D0-01A-11D-A35D-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-S7-A7X1-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-SP-A6QH-01A-21D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-SR-A6MT-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-SR-A6MV-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-TT-A6YJ-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-WB-A80M-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-WB-A80Y-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-WB-A81G-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-WB-A81R-01A-11D-A35I-08"	7	"Adrenal Gland"	0.195530726256983
"TCGA-P7-A5NY-01A-12D-A35D-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-QR-A6H5-01A-11D-A35D-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-QR-A7IN-01A-11D-A35D-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-RM-A68W-01A-11D-A35D-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-SP-A6QD-01A-12D-A35I-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-SR-A6MQ-01A-11D-A35I-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-TT-A6YP-01A-21D-A35I-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-WB-A819-01A-11D-A35I-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-WB-A81A-01A-11D-A35I-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-WB-A81K-01A-11D-A35I-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-XG-A823-01A-11D-A35I-08"	6	"Adrenal Gland"	0.167597765363129
"TCGA-QR-A70W-01A-12D-A35D-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-QR-A70X-01A-11D-A35D-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-RW-A68B-01A-11D-A35D-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-S7-A7WV-01A-11D-A35I-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-S7-A7WX-01A-11D-A35I-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-SR-A6MY-01A-11D-A35I-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-W2-A7HF-01A-11D-A35I-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-WB-A822-01A-11D-A35I-08"	5	"Adrenal Gland"	0.139664804469274
"TCGA-P8-A6RY-01A-12D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-QR-A6GZ-01A-11D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-QR-A6H0-01A-11D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-QR-A703-01A-11D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-QR-A70I-01A-11D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-QT-A5XL-01A-11D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-RT-A6Y9-01A-12D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-RW-A68A-01A-11D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-RW-A68G-01A-11D-A35D-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-S7-A7WN-01A-12D-A35I-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-SP-A6QG-01A-12D-A35I-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-SP-A6QI-01A-12D-A35I-08"	4	"Adrenal Gland"	0.111731843575419
"TCGA-WB-A81F-01A-11D-A35I-08"	4	"Adrenal Gland"	0.111731843575419
